i,d,y_obs,y_sim,y_mix,rolling_avg_365
8,2027-10-04,,35.299265628752764,35.299265628752764,39.602413385184654
8,2027-10-05,,34.80759838090579,34.80759838090579,39.53366250025594
8,2027-10-06,,34.314013424370806,34.314013424370806,39.464912903730486
8,2027-10-07,,33.81856952249005,33.81856952249005,39.39616455512205
8,2027-10-08,,33.321325988697595,33.321325988697595,39.32741741357515
8,2027-10-09,,32.822342668967465,32.822342668967465,39.2586714378771
8,2027-10-10,,32.32167992410443,32.32167992410443,39.1899265864702
8,2027-10-11,,31.81939861188202,31.81939861188202,39.12118281746409
8,2027-10-12,,31.31556006903416,31.31556006903416,39.05244008864809
8,2027-10-13,,30.81022609310413,30.81022609310413,38.98369835750371
8,2027-10-14,,30.303458924157948,30.303458924157948,38.91495758121725
8,2027-10-15,,29.795321226366585,29.795321226366585,38.84621771669243
8,2027-10-16,,29.285876069462528,29.285876069462528,38.77747872056317
8,2027-10-17,,28.77518691007647,28.77518691007647,38.708740549206425
8,2027-10-18,,28.263317572959348,28.263317572959348,38.640003158755086
8,2027-10-19,,27.75033223209576,27.75033223209576,38.571266505110955
8,2027-10-20,,27.236295391713814,27.236295391713814,38.502530543957825
8,2027-10-21,,26.721271867197093,26.721271867197093,38.43379523077452
8,2027-10-22,,26.205326765905035,26.205326765905035,38.36506052084817
8,2027-10-23,,25.68852546790644,25.68852546790644,38.296326369287364
8,2027-10-24,,25.17093360663238,25.17093360663238,38.227592731035465
8,2027-10-25,,24.652617049454506,24.652617049454506,38.158859560883954
8,2027-10-26,,24.133641878193394,24.133641878193394,38.090126813485774
8,2027-10-27,,23.614074369564488,23.614074369564488,38.02139444336877
8,2027-10-28,,23.09398097556504,23.09398097556504,37.95266240494917
8,2027-10-29,,22.573428303810356,22.573428303810356,37.88393065254502
8,2027-10-30,,22.052483097823472,22.052483097823472,37.81519914038973
8,2027-10-31,,21.531212217284622,21.531212217284622,37.746467822645634
8,2027-11-01,,21.00968261824635,21.00968261824635,37.67773665341751
8,2027-11-02,,20.48796133332009,20.48796133332009,37.57670309477193
8,2027-11-03,,19.966115451840373,19.966115451840373,37.47043498641768
8,2027-11-04,,19.444212100011693,19.444212100011693,37.3641668886845
8,2027-11-05,,18.92231842104504,18.92231842104504,37.25789875558298
8,2027-11-06,,18.40050155528908,18.40050155528908,37.15163054113419
8,2027-11-07,,17.87882862036208,17.87882862036208,37.045362199383256
8,2027-11-08,,17.357366691290927,17.357366691290927,36.939093684412995
8,2027-11-09,,16.83618278066271,16.83618278066271,36.83282495035747
8,2027-11-10,,16.315343818793863,16.315343818793863,36.73179055773155
8,2027-11-11,,15.794916633925428,15.794916633925428,36.63075585449654
8,2027-11-12,,15.274967932446836,15.274967932446836,36.52972079502164
8,2027-11-13,,14.75556427915649,14.75556427915649,36.42868533378146
8,2027-11-14,,14.23677207756445,14.23677207756445,36.32764942536949
8,2027-11-15,,25.509067128164144,25.509067128164144,36.25891551650588
8,2027-11-16,,26.902327602479737,26.902327602479737,36.19541567638383
8,2027-11-17,,26.385766269735853,26.385766269735853,36.131915253718006
8,2027-11-18,,25.870079997685284,25.870079997685284,36.068414203711406
8,2027-11-19,,25.355334089805098,25.355334089805098,36.00491248175269
8,2027-11-20,,24.8415935713035,24.8415935713035,35.941410043429336
8,2027-11-21,,24.32892316987766,24.32892316987766,35.87790684454083
8,2027-11-22,,23.81738729656004,23.81738729656004,35.8144028411117
8,2027-11-23,,21.39641872132664,21.39641872132664,35.74566338308859
8,2027-11-24,,20.88734377546123,20.88734377546123,35.67692303330112
8,2027-11-25,,20.379594500711853,20.379594500711853,35.6081817485268
8,2027-11-26,,19.873233851870264,19.873233851870264,35.539439485819834
8,2027-11-27,,19.368324372811628,19.368324372811628,35.470696202523804
8,2027-11-28,,18.864928177986563,18.864928177986563,35.4019518562843
8,2027-11-29,,18.36310693404046,18.36310693404046,35.33320640506147
8,2027-11-30,,17.862921841565516,17.862921841565516,35.264459807142416
8,2027-12-01,,17.364433616990407,17.364433616990407,35.1957120211536
8,2027-12-02,,16.867702474613118,16.867702474613118,35.12696300607302
8,2027-12-03,,16.372788108782878,16.372788108782878,35.05821272124241
8,2027-12-04,,15.879749676235647,15.879749676235647,34.989461126379226
8,2027-12-05,,15.388645778588204,15.388645778588204,34.92070818158859
8,2027-12-06,,14.8995344449976,14.8995344449976,34.85195384737507
8,2027-12-07,,14.41247311498897,14.41247311498897,34.78319808465443
8,2027-12-08,,13.927518621458471,13.927518621458471,34.714440854765115
8,2027-12-09,,13.444727173855611,13.444727173855611,34.64568211947973
8,2027-12-10,,12.964154341549431,12.964154341549431,34.576921841016386
8,2027-12-11,,12.485855037385358,12.485855037385358,34.5081599820498
8,2027-12-12,,12.00988350143514,12.00988350143514,34.439396505722414
8,2027-12-13,,11.536293284946392,11.536293284946392,34.37063137565525
8,2027-12-14,,11.065137234496095,11.065137234496095,34.30186455595874
8,2027-12-15,,10.596467476352313,10.596467476352313,34.233096011243255
8,2027-12-16,,10.130335401049129,10.130335401049129,34.16432570662966
8,2027-12-17,,9.666791648179592,9.666791648179592,34.09555360775959
8,2027-12-18,,9.205886091410356,9.205886091410356,34.026779680805625
8,2027-12-19,,8.747667823723514,8.747667823723514,33.958003892481315
8,2027-12-20,,8.292185142889057,8.292185142889057,33.88922621005102
8,2027-12-21,,7.839485537172743,7.839485537172743,33.82044660133958
8,2027-12-22,,7.389615671283723,7.389615671283723,33.751665034741876
8,2027-12-23,,6.942621372565612,6.942621372565612,33.68288147923214
8,2027-12-24,,6.498547617435303,6.498547617435303,33.61409590437315
8,2027-12-25,,6.05743851807399,6.05743851807399,33.54530828032527
8,2027-12-26,,5.619337309373514,5.619337309373514,33.44421608586094
8,2027-12-27,,5.184286336142385,5.184286336142385,33.33788717804023
8,2027-12-28,,4.7523270405755,4.7523270405755,33.231556135184434
8,2027-12-29,,4.323499949990431,4.323499949990431,33.1252229299306
8,2027-12-30,,3.897844664835036,3.897844664835036,33.0188875355557
8,2027-12-31,,3.475399846968904,3.475399846968904,32.912549925984486
8,2028-01-01,,3.0562032082226267,3.0562032082226267,32.806210075797225
8,2028-01-02,,2.640291499238355,2.640291499238355,32.69986796023723
8,2028-01-03,,2.227700498594814,2.227700498594814,32.59875816153414
8,2028-01-04,,1.8184650022194455,1.8184650022194455,32.49764604996312
8,2028-01-05,,1.412618813092246,1.412618813092246,32.396531602799755
8,2028-01-06,,1.0101947312425563,1.0101947312425563,32.29541479801073
8,2028-01-07,,0.6112245440430257,0.6112245440430257,32.194295614260426
8,2028-01-08,,12.006148594725609,12.006148594725609,32.125476522911484
8,2028-01-09,,13.524808766920136,13.524808766920136,32.061889618363985
8,2028-01-10,,13.136380722063228,13.136380722063228,31.99830027509634
8,2028-01-11,,12.751523411206383,12.751523411206383,31.93470847462461
8,2028-01-12,,12.370263423432167,12.370263423432167,31.871114199191958
8,2028-01-13,,11.992626283317406,11.992626283317406,31.80751743177393
8,2028-01-14,,11.618636443380034,11.618636443380034,31.74391815608351
8,2028-01-15,,11.248317276843093,11.248317276843093,31.680316356575904
8,2028-01-16,,8.971059765387102,8.971059765387102,31.611477412137184
8,2028-01-17,,8.608147713880056,8.608147713880056,31.542635915036584
8,2028-01-18,,8.24896991211791,8.24896991211791,31.47379185198275
8,2028-01-19,,7.893545350203411,7.893545350203411,31.40494521044363
8,2028-01-20,,7.541891907595146,7.541891907595146,31.336095978650178
8,2028-01-21,,7.194026347816921,7.194026347816921,31.26724414559986
8,2028-01-22,,6.849964313497049,6.849964313497049,31.19838970105988
8,2028-01-23,,6.509720321739447,6.509720321739447,31.129532635570246
8,2028-01-24,,6.173307759827804,6.173307759827804,31.06067294044652
8,2028-01-25,,5.84073888126412,5.84073888126412,30.991810607782433
8,2028-01-26,,5.512024802142605,5.512024802142605,30.922945630452205
8,2028-01-27,,5.187175497860324,5.187175497860324,30.854078002112644
8,2028-01-28,,4.866199800165317,4.866199800165317,30.785207717205054
8,2028-01-29,,4.549105394543023,4.549105394543023,30.716334770956845
8,2028-01-30,,4.235898817942204,4.235898817942204,30.647459159382965
8,2028-01-31,,3.926585456840417,3.926585456840417,30.578580879287067
8,2028-02-01,,3.6211695456501545,3.6211695456501545,30.509699928262478
8,2028-02-02,,3.319654165465728,3.319654165465728,30.440816304692888
8,2028-02-03,,3.0220412431516,3.0220412431516,30.371930007752827
8,2028-02-04,,2.728331550772168,2.728331550772168,30.303041037407944
8,2028-02-05,,2.4385247053632835,2.4385247053632835,30.234149394414953
8,2028-02-06,,2.152619169045611,2.152619169045611,30.165255080321487
8,2028-02-07,,1.8706122494796416,1.8706122494796416,30.096358097465576
8,2028-02-08,,1.5925001006624804,1.5925001006624804,30.02745844897498
8,2028-02-09,,1.3182777240659167,1.3182777240659167,29.95855613876628
8,2028-02-10,,1.0479389701155473,1.0479389701155473,29.889651171543683
8,2028-02-11,,0.7814765400105266,0.7814765400105266,29.82074355279767
8,2028-02-12,,0.5188819878834465,0.5188819878834465,29.751833288803326
8,2028-02-13,,0.2601457232995585,0.2601457232995585,29.682920386618527
8,2028-02-14,,0.0052570140947967,0.0052570140947967,29.61400485408182
8,2028-02-15,,-0.2457960104485117,-0.2457960104485117,29.545086699810124
8,2028-02-16,,-0.4930263560888015,-0.4930263560888015,29.476165933196175
8,2028-02-17,,-0.7364481597766765,-0.7364481597766765,29.407242564405724
8,2028-02-18,,-0.9760766854716074,-0.9760766854716074,29.306014112380257
8,2028-02-19,,-1.211928319625045,-1.211928319625045,29.19954847450068
8,2028-02-20,,-1.4440205663314067,-1.4440205663314067,29.093080269548885
8,2028-02-21,,-1.6723720421483463,-1.6723720421483463,28.986609510750405
8,2028-02-22,,-1.897002470587811,-1.897002470587811,28.880136212086516
8,2028-02-23,,-2.1179326762794872,-2.1179326762794872,28.773660388290068
8,2028-02-24,,-2.3351845788085903,-2.3351845788085903,28.667182054841152
8,2028-02-25,,-2.5487811862293306,-2.5487811862293306,28.560701227962483
8,2028-02-26,,-2.758746588256578,-2.758746588256578,28.459452530930616
8,2028-02-27,,-2.965105949137385,-2.965105949137385,28.358201375122984
8,2028-02-28,,-3.167885500204193,-3.167885500204193,28.256947778960576
8,2028-02-29,,-3.367112532112987,-3.367112532112987,28.155691761586528
8,2028-03-01,,-3.5628153867672374,-3.5628153867672374,28.05443334286044
8,2028-03-02,,8.035386128991032,8.035386128991032,27.98547503534684
8,2028-03-03,,9.75727374571937,9.75727374571937,27.921748974642107
8,2028-03-04,,9.57196298658382,9.57196298658382,27.8580205764032
8,2028-03-05,,9.39005269696328,9.39005269696328,27.79428986329477
8,2028-03-06,,9.211509410651605,9.211509410651605,27.730556858666482
8,2028-03-07,,9.036298665092287,9.036298665092287,27.666821586546078
8,2028-03-08,,8.864385011576351,8.864385011576351,27.603084071632306
8,2028-03-09,,8.695732025732184,8.695732025732184,27.53934433928758
8,2028-03-10,,6.619671012972974,6.619671012972974,27.470367809214526
8,2028-03-11,,6.457426240885779,6.457426240885779,27.401389114396178
8,2028-03-12,,6.29832711859016,6.29832711859016,27.332408282140197
8,2028-03-13,,6.142333429688634,6.142333429688634,27.26342534038673
8,2028-03-14,,5.989404038835978,5.989404038835978,27.194440317700167
8,2028-03-15,,5.839496903911858,5.839496903911858,27.125453243260676
8,2028-03-16,,5.692569088461891,5.692569088461891,27.05646414685557
8,2028-03-17,,5.548576774402967,5.548576774402967,26.987473058870506
8,2028-03-18,,5.407475274990051,5.407475274990051,26.918480010280454
8,2028-03-19,,5.269219048039442,5.269219048039442,26.84948503264059
8,2028-03-20,,5.1337617094055314,5.1337617094055314,26.78048815807692
8,2028-03-21,,5.001056046706751,5.001056046706751,26.711489419276752
8,2028-03-22,,4.871054033296204,4.871054033296204,26.642488849479097
8,2028-03-23,,4.743706842473713,4.743706842473713,26.57348648246475
8,2028-03-24,,4.618964861934483,4.618964861934483,26.50448235254635
8,2028-03-25,,4.4967777084500185,4.4967777084500185,26.435476494558195
8,2028-03-26,,4.377094242777211,4.377094242777211,26.366468943845966
8,2028-03-27,,4.259862584791854,4.259862584791854,26.297459736256243
8,2028-03-28,,4.145030128839945,4.145030128839945,26.228448908125873
8,2028-03-29,,4.032543559305445,4.032543559305445,26.15943649627129
8,2028-03-30,,3.9223488663864288,3.9223488663864288,26.090422537977553
8,2028-03-31,,3.814391362077906,3.814391362077906,26.021407070987344
8,2028-04-01,,3.708615696354908,3.708615696354908,25.952390133489786
8,2028-04-02,,3.6049658735511976,3.6049658735511976,25.883371764109157
8,2028-04-03,,3.5033852689294296,3.5033852689294296,25.814352001893447
8,2028-04-04,,3.403816645437381,3.403816645437381,25.745330886302813
8,2028-04-05,,3.306202170645168,3.306202170645168,25.676308457197898
8,2028-04-06,,3.2104834338588546,3.2104834338588546,25.607284754828022
8,2028-04-07,,3.116601463405249,3.116601463405249,25.538259819819306
8,2028-04-08,,3.0244967440823007,3.0244967440823007,25.469233693162607
8,2028-04-09,,2.934109234770883,2.934109234770883,25.400206416201435
8,2028-04-10,,2.845378386201711,2.845378386201711,25.33117803061965
8,2028-04-11,,2.7582431588729257,2.7582431588729257,25.262148578429233
8,2028-04-12,,2.672642041112807,2.672642041112807,25.160815609963425
8,2028-04-13,,2.588513067281763,2.588513067281763,25.054247053531242
8,2028-04-14,,2.505793836109177,2.505793836109177,24.947677558369822
8,2028-04-15,,2.4244215291590088,2.4244215291590088,24.84110716767811
8,2028-04-16,,2.344332929418554,2.344332929418554,24.734535924920056
8,2028-04-17,,2.265464440005452,2.265464440005452,24.627963873811748
8,2028-04-18,,2.18775210298724,2.18775210298724,24.52139105830847
8,2028-04-19,,2.1111316183071693,2.1111316183071693,24.41481752259172
8,2028-04-20,,2.035538362811998,2.035538362811998,24.31347791737208
8,2028-04-21,,1.9609074093747692,1.9609074093747692,24.212137680928173
8,2028-04-22,,1.8871735461076329,1.8871735461076329,24.110796858041397
8,2028-04-23,,1.8142712956597808,1.8142712956597808,24.009455493666653
8,2028-04-24,,1.74213493459251,1.74213493459251,23.90811363291912
8,2028-04-25,,13.461108090750074,13.461108090750074,23.839073813055144
8,2028-04-26,,15.300936756418912,15.300936756418912,23.77526819379193
8,2028-04-27,,15.23070155411106,15.23070155411106,23.711462214329092
8,2028-04-28,,15.1609672764967,15.1609672764967,23.64765592028881
8,2028-04-29,,15.091667262683137,15.091667262683137,23.58384935738636
8,2028-04-30,,15.022734723271853,15.022734723271853,23.520042571416564
8,2028-05-01,,14.954102760122886,14.954102760122886,23.456235608240274
8,2028-05-02,,14.885704386150833,14.885704386150833,23.39242851377076
8,2028-05-03,,12.906841239816172,12.906841239816172,23.32338672764418
8,2028-05-04,,12.838708826293654,12.838708826293654,23.254344902153893
8,2028-05-05,,12.770608705341758,12.770608705341758,23.18530308328893
8,2028-05-06,,12.702473732494411,12.702473732494411,23.116261317036354
8,2028-05-07,,12.634236773598904,12.634236773598904,23.047219649367687
8,2028-05-08,,12.565830724681703,12.565830724681703,22.97817812622525
8,2028-05-09,,12.497188531805742,12.497188531805742,22.909136793508598
8,2028-05-10,,12.428243210912848,12.428243210912848,22.840095697060956
8,2028-05-11,,12.358927867645166,12.358927867645166,22.771054882655612
8,2028-05-12,,12.289175717140589,12.289175717140589,22.702014395982417
8,2028-05-13,,12.218920103795158,12.218920103795158,22.632974282634198
8,2028-05-14,,12.148094520987645,12.148094520987645,22.56393458809336
8,2028-05-15,,12.076632630760129,12.076632630760129,22.49489535771835
8,2028-05-16,,12.004468283448135,12.004468283448135,22.42585663673026
8,2028-05-17,,11.931535537255568,11.931535537255568,22.356818470199446
8,2028-05-18,,11.857768677768002,11.857768677768002,22.2877809030322
8,2028-05-19,,11.783102237398518,11.783102237398518,22.21874397995745
8,2028-05-20,,11.70747101476045,11.70747101476045,22.14970774551352
8,2028-05-21,,11.630810093962188,11.630810093962188,22.080672244034968
8,2028-05-22,,11.553054863815838,11.553054863815838,22.01163751963944
8,2028-05-23,,11.47414103695775,11.47414103695775,21.942603616214647
8,2028-05-24,,11.394004668871274,11.394004668871274,21.873570577405353
8,2028-05-25,,11.312582176809496,11.312582176809496,21.804538446600475
8,2028-05-26,,11.229810358610562,11.229810358610562,21.735507266920223
8,2028-05-27,,11.14562641139949,11.14562641139949,21.666477081203368
8,2028-05-28,,11.05996795017321,11.05996795017321,21.59744793199454
8,2028-05-29,,10.97277302626114,10.97277302626114,21.528419861531667
8,2028-05-30,,10.8839801456566,10.8839801456566,21.459392911733435
8,2028-05-31,,10.793528287214023,10.793528287214023,21.39036712418693
8,2028-06-01,,10.701356920706154,10.701356920706154,21.321342540135294
8,2028-06-02,,10.607406024735708,10.607406024735708,21.25231920046554
8,2028-06-03,,10.51161610449696,10.51161610449696,21.183297145696447
8,2028-06-04,,10.41392820938094,10.41392820938094,21.11427641596658
8,2028-06-05,,10.314283950419938,10.314283950419938,21.012954559028078
8,2028-06-06,,10.21262551756594,10.21262551756594,20.906399499901877
8,2028-06-07,,10.10889569679726,10.10889569679726,20.799845883831036
8,2028-06-08,,10.003037887049222,10.003037887049222,20.69329374931563
8,2028-06-09,,9.894996116963462,9.894996116963462,20.586743134417308
8,2028-06-10,,9.784715061450449,9.784715061450449,20.480194076748045
8,2028-06-11,,9.672140058061276,9.672140058061276,20.373646613459
8,2028-06-12,,9.557217123163236,9.557217123163236,20.267100781229537
8,2028-06-13,,9.439892967914176,9.439892967914176,20.165791222572338
8,2028-06-14,,9.320115014031796,9.320115014031796,20.064483366874757
8,2028-06-15,,9.197831409352208,9.197831409352208,19.9631772493362
8,2028-06-16,,9.072991043173904,9.072991043173904,19.861872904641725
8,2028-06-17,,8.945543561382344,8.945543561382344,19.760570366951764
8,2028-06-18,,20.605848959272453,20.605848959272453,19.69157216188635
8,2028-06-19,,22.383670589863808,22.383670589863808,19.627810436848193
8,2028-06-20,,22.24810742454811,22.24810742454811,19.564050618047908
8,2028-06-21,,22.10974358759068,22.10974358759068,19.500292737447992
8,2028-06-22,,21.968532726689503,21.968532726689503,19.436536826437397
8,2028-06-23,,21.824429332022763,21.824429332022763,19.37278291582225
8,2028-06-24,,21.67738874971584,21.67738874971584,19.309031035816716
8,2028-06-25,,21.527367195055305,21.527367195055305,19.24528121603408
8,2028-06-26,,19.46369046011402,19.46369046011402,19.17629887916199
8,2028-06-27,,19.30757914777196,19.30757914777196,19.107318659901825
8,2028-06-28,,19.14836085215936,19.14836085215936,19.038340586012335
8,2028-06-29,,18.985995392143977,18.985995392143977,18.96936468461743
8,2028-06-30,,18.82044351789017,18.82044351789017,18.900390982198147
8,2028-07-01,,18.6516669224736,18.6516669224736,18.831419504584797
8,2028-07-02,,18.47962825321671,18.47962825321671,18.762450276949345
8,2028-07-03,,18.3042911227421,18.3042911227421,18.693483323797956
8,2028-07-04,,18.125620119740177,18.125620119740177,18.624518668963727
8,2028-07-05,,17.943580819447778,17.943580819447778,18.555556335599654
8,2028-07-06,,17.75813979383516,17.75813979383516,18.486596346171773
8,2028-07-07,,17.56926462149779,17.56926462149779,18.417638722452498
8,2028-07-08,,17.376923897250403,17.376923897250403,18.34868348551422
8,2028-07-09,,17.181087241420357,17.181087241420357,18.279730655723007
8,2028-07-10,,16.981725308837355,16.981725308837355,18.210780252732647
8,2028-07-11,,16.778809797517173,16.778809797517173,18.141832295478775
8,2028-07-12,,16.572313457036806,16.572313457036806,18.072886802173304
8,2028-07-13,,16.36221009659816,16.36221009659816,18.003943790299026
8,2028-07-14,,16.148474592778307,16.148474592778307,17.93500327660443
8,2028-07-15,,15.931082896964126,15.931082896964126,17.866065277098762
8,2028-07-16,,15.710012042468367,15.710012042468367,17.79712980704727
8,2028-07-17,,15.4852401513262,15.4852401513262,17.728196880966706
8,2028-07-18,,15.256746440768932,15.256746440768932,17.65926651262101
8,2028-07-19,,15.024511229374175,15.024511229374175,17.590338715017257
8,2028-07-20,,14.788515942889871,14.788515942889871,17.521413500401792
8,2028-07-21,,14.5487431197306,14.5487431197306,17.45249088025661
8,2028-07-22,,14.30517641614485,14.30517641614485,17.38357086529597
8,2028-07-23,,14.057800611051409,14.057800611051409,17.314653465463202
8,2028-07-24,,13.806601610543408,13.806601610543408,17.245738689927787
8,2028-07-25,,13.551566452059044,13.551566452059044,17.17682654708263
8,2028-07-26,,13.292683308217402,13.292683308217402,17.107917044541587
8,2028-07-27,,13.029941490318318,13.029941490318318,17.039010189137198
8,2028-07-28,,12.76333145150535,12.76333145150535,16.970105986918675
8,2028-07-29,,12.492844789590876,12.492844789590876,16.868901951155802
8,2028-07-30,,12.218474249542412,12.218474249542412,16.762465972004325
8,2028-07-31,,11.940213725629512,11.940213725629512,16.656032659469634
8,2028-08-01,,11.658058263230537,11.658058263230537,16.549602016452038
8,2028-08-02,,11.37200406029877,11.37200406029877,16.443174045061905
8,2028-08-03,,11.082048468487596,11.082048468487596,16.33674874661902
8,2028-08-04,,10.788189993934107,10.788189993934107,16.230326121652197
8,2028-08-05,,10.490428297701218,10.490428297701218,16.123906169899136
8,2028-08-06,,10.18876419587788,10.18876419587788,16.02272349662245
8,2028-08-07,,9.8831996593377,9.8831996593377,15.92154349366208
8,2028-08-08,,9.573737813155638,9.573737813155638,15.820366158383747
8,2028-08-09,,9.260382935683293,9.260382935683293,15.719191487363757
8,2028-08-10,,8.943140457282865,8.943140457282865,15.618019476390026
8,2028-08-11,,20.412426536642243,20.412426536642243,15.54915261245763
8,2028-08-12,,21.99806105247073,21.99806105247073,15.485523004103323
8,2028-08-13,,21.66919984741909,21.66919984741909,15.421896038442263
8,2028-08-14,,21.33648424575259,21.33648424575259,15.358271708123574
8,2028-08-15,,20.999925406983174,20.999925406983174,15.294650005016525
8,2028-08-16,,20.65953562789852,20.65953562789852,15.231030920212964
8,2028-08-17,,20.315328338923123,20.315328338923123,15.167414444029937
8,2028-08-18,,19.967318100144123,19.967318100144123,15.103800566012556
8,2028-08-19,,17.704889291671364,17.704889291671364,15.034954668621117
8,2028-08-20,,17.34932133032102,17.34932133032102,14.96611134618235
8,2028-08-21,,16.990000832654676,16.990000832654676,14.897270585945042
8,2028-08-22,,16.626946831001018,16.626946831001018,14.828432374399785
8,2028-08-23,,16.260179462492687,16.260179462492687,14.759596697282968
8,2028-08-24,,15.889719963107275,15.889719963107275,14.690763539580997
8,2028-08-25,,15.515590661383303,15.515590661383303,14.62193288553476
8,2028-08-26,,15.137814971812874,15.137814971812874,14.553104718644253
8,2028-08-27,,14.756417387912933,14.756417387912933,14.48427902167349
8,2028-08-28,,14.371423474977137,14.371423474977137,14.415455776655604
8,2028-08-29,,13.982859862510876,13.982859862510876,14.346634964898145
8,2028-08-30,,13.590754236350977,13.590754236350977,14.277816566988623
8,2028-08-31,,13.19513533047315,13.19513533047315,14.209000562800263
8,2028-09-01,,12.796032918489132,12.796032918489132,14.14018693149793
8,2028-09-02,,12.39347780483604,12.39347780483604,14.071375651544333
8,2028-09-03,,11.987501815661076,11.987501815661076,14.002566700706367
8,2028-09-04,,11.578137789403527,11.578137789403527,13.93376005606171
8,2028-09-05,,11.165419567077317,11.165419567077317,13.864955694005596
8,2028-09-06,,10.749381982256937,10.749381982256937,13.796153590257813
8,2028-09-07,,10.330060850769804,10.330060850769804,13.727353719869868
8,2028-09-08,,9.907492960097343,9.907492960097343,13.65855605723238
8,2028-09-09,,9.481716058489576,9.481716058489576,13.589760576082675
8,2028-09-10,,9.0527688437942,9.0527688437942,13.520967249512527
8,2028-09-11,,8.620690952005688,8.620690952005688,13.452176049976142
8,2028-09-12,,8.185522945536356,8.185522945536356,13.383386949298295
8,2028-09-13,,7.747306301212873,7.747306301212873,13.314599918682688
8,2028-09-14,,7.3060833980031985,7.3060833980031985,13.245814928720444
8,2028-09-15,,6.861897504475505,6.861897504475505,13.177031949398835
8,2028-09-16,,6.414792765994449,6.414792765994449,13.108250950110145
8,2028-09-17,,5.964814191657948,5.964814191657948,13.039471899660736
8,2028-09-18,,5.512007640978186,5.512007640978186,12.970694766280282
8,2028-09-19,,5.05641981031096,5.05641981031096,12.901919517631159
8,2028-09-20,,4.598098219037652,4.598098219037652,12.833146120818022
8,2028-09-21,,4.1370911955033005,4.1370911955033005,12.73207205040323
8,2028-09-22,,3.673447862715632,3.673447862715632,12.6257651580837
8,2028-09-23,,3.2072181238087225,3.2072181238087225,12.519460015665938
8,2028-09-24,,2.738452647275679,2.738452647275679,12.413156588122666
8,2028-09-25,,2.267202851975309,2.267202851975309,12.30685483991914
8,2028-09-26,,1.7935208919163088,1.7935208919163088,12.200554735023672
8,2028-09-27,,1.3174596408239552,1.3174596408239552,12.094256236918302
8,2028-09-28,,0.8390726764940837,0.8390726764940837,11.987959308609577
8,2028-09-29,,0.3584142649385526,0.3584142649385526,11.88689851895551
8,2028-09-30,,-0.1244606556731433,-0.1244606556731433,11.785839223728704
8,2028-10-01,,-0.609496491270658,-0.609496491270658,11.684781384575526
8,2028-10-02,,-1.0966370083342856,-1.0966370083342856,11.58372496271146
8,2028-10-03,,-1.585825350535128,-1.585825350535128,11.482669918932585
8,2028-10-04,,9.71340552236223,9.71340552236223,11.413918705621507
8,2028-10-05,,11.13092581113852,11.13092581113852,11.350403397092105
8,2028-10-06,,10.635941106148977,10.635941106148977,11.286889346636377
8,2028-10-07,,10.139141890275322,10.139141890275322,11.223376513490015
8,2028-10-08,,9.640587878010578,9.640587878010578,11.159864856528488
8,2028-10-09,,9.140339303120646,9.140339303120646,11.096354334279217
8,2028-10-10,,8.638456900819609,8.638456900819609,11.03284490493384
8,2028-10-11,,8.135001889797298,8.135001889797298,10.969336526360589
8,2028-10-12,,5.719404648772631,5.719404648772631,10.900594549800777
8,2028-10-13,,5.212989919565041,5.212989919565041,10.831853538829291
8,2028-10-14,,4.705188956721754,4.705188956721754,10.763113450419304
8,2028-10-15,,4.196064730329963,4.196064730329963,10.694374241270996
8,2028-10-16,,3.685680602051711,3.685680602051711,10.625635867824352
8,2028-10-17,,3.174100306374452,3.174100306374452,10.556898286272064
8,2028-10-18,,2.6613879317508005,2.6613879317508005,10.48816145257249
8,2028-10-19,,2.1476079016336147,2.1476079016336147,10.419425322462681
8,2028-10-20,,1.6328249554123353,1.6328249554123353,10.350689851471492
8,2028-10-21,,1.117104129255372,1.117104129255372,10.281954994932724
8,2028-10-22,,0.6005107368648073,0.6005107368648073,10.213220707998364
8,2028-10-23,,0.08311035014923,0.08311035014923,10.144486945651833
8,2028-10-24,,-0.4350312201801554,-0.4350312201801554,10.075753662721329
8,2028-10-25,,-0.953847944084167,-0.953847944084167,10.00702081389317
8,2028-10-26,,-1.4732735917345927,-1.4732735917345927,9.938288353725227
8,2028-10-27,,-1.9932417531130788,-1.9932417531130788,9.869556236660355
8,2028-10-28,,-2.513685857662587,-2.513685857662587,9.800824417039882
8,2028-10-29,,-3.0345391939868875,-3.0345391939868875,9.732092849117114
8,2028-10-30,,-3.55573492959153,-3.55573492959153,9.663361487070878
8,2028-10-31,,-4.077206130660603,-4.077206130660603,9.594630285019079
8,2028-11-01,,-4.598885781863338,-4.598885781863338,9.525899197032276
8,2028-11-02,,-5.120706806185556,-5.120706806185556,9.45716817714727
8,2028-11-03,,-5.6426020847783285,-5.6426020847783285,9.388437179380723
8,2028-11-04,,-6.164504476819449,-6.164504476819449,9.319706157742738
8,2028-11-05,,-6.686346839382264,-6.686346839382264,9.250975066250488
8,2028-11-06,,-7.208062047303262,-7.208062047303262,9.182243858941815
8,2028-11-07,,-7.729583013046515,-7.729583013046515,9.113512489888835
8,2028-11-08,,-8.250842706555108,-8.250842706555108,9.044780913211527
8,2028-11-09,,-8.771774175086865,-8.771774175086865,8.976049083091308
8,2028-11-10,,-9.292310563026843,-9.292310563026843,8.907316953784589
8,2028-11-11,,-9.81238513167067,-9.81238513167067,8.83858447963632
